"Date","Operator","AC_Type","Location","Fatalities","Registration"
"May 22, 1997","IPTN Casa-Nurtanio","Casa-Nurtanio CN235 (IPTN)","Serang, Banten",6,"PK-XNT"
"May 22, 1997","Dodita Air Cargo","Convair CV-240","Luquillo, All Puerto Rico",0,"N355T"
"May 20, 1997","","Rockwell 1121 Jet Commander","Mexico, All Mexico",4,"N1121F"
"May 16, 1997","","Rockwell Sabreliner 40","Monterrey, Nuevo León",3,"XA-TFC"
"May 16, 1997","First Air Jet Charter","Learjet 35","Great Falls, Montana",0,"N1AH"
"May 15, 1997","","Yakovlev Yak-40","Gyandzha, Ganja-Gazakh",6,"4K-87504"
"May 14, 1997","Regional Lineas Aéreas","Saab 340","Porto, Douro Litoral",0,"EC-GFM"
"May 10, 1997","Police Air Wing","Beechcraft 200 Super King Air","South Africa, All South Africa",0,"ZS-LNV"
"May 8, 1997","","Boeing 737-300","Shenzhen, Guangdong",35,"B-2925"
"May 2, 1997","","Dornier DO228","Paros Island, South Aegean / Νότιο Αιγαίο",0,"SX-BHG"
"Apr 30, 1997","","Cessna 208 Caravan","Kampong Chhnang, Kampong Chhnang",2,"N9825F"
"Apr 26, 1997","Östersunds FKS - Östersunds Fallskärmsklubb","Pilatus PC-6 (Porter & Turbo Porter)","Sweden, All Sweden",0,"SE-IRR"
"Apr 24, 1997","","Bristol 170 Freighter","Bronson Creek, British Columbia",0,"C-FTPA"
"Apr 23, 1997","","Antonov AN-26","Kunduz, Kunduz",36,"-"
"Apr 22, 1997","","Piper PA-31-350 Navajo Chieftain","Reykjavik, Capital Region (Höfuðborgarsvæði)",0,"OY-AUT"
"Apr 21, 1997","","Antonov AN-32","Colombo, Western Province (மேல் மாகாணம்)",0,"CR-860"
"Apr 20, 1997","Hirth Air Tankers","Lockheed P-2 Harpoon","Blandburg, Pennsylvania",2,"N6856C"
"Apr 19, 1997","","BAe ATP","Tanjungpandan, Bangka-Belitung",15,"PK-MTX"
"Apr 16, 1997","","Beechcraft 200 Super King Air","Savannah, Georgia",2,"89-0272"
"Apr 16, 1997","Niger Air Force - Escadrille Nationale du Niger","Lockheed C-130 Hercules","Niamey, Niamey City District",14,"5U-MBD"
"Apr 14, 1997","","Fokker F27 Friendship","Brazzaville, Brazzaville City District",3,"D2-TFP"
"Apr 13, 1997","Avia Y. Petrova Aviakompania - Avia Y. Petro's Airline","Antonov AN-12","Verkhnevilyuisk, Republic of Yakutia (Sakha)",0,"RA-11122"
"Apr 12, 1997","","Douglas DC-9","Abidjan, Lagunes",0,"9G-ACM"
"Apr 12, 1997","","De Havilland DHC-6 Twin Otter","Pacific Ocean, All World",0,"N242CA"
"Apr 10, 1997","Air Turicum","Cessna 414 Chancellor","Zurich, Zurich",1,"HB-LPN"
"Apr 10, 1997","Pilot Services International","Piper PA-31-350 Navajo Chieftain","Pacific Ocean, All World",0,"N27659"
"Apr 10, 1997","Air Turicum","Cessna 414 Chancellor","Zurich, Zurich",1,"HB-LPN"
"Apr 8, 1997","","Handley Page HPR-7 Dart Herald","Bournemouth, Dorset",0,"G-ASVO"
"Apr 8, 1997","","Cessna 414 Chancellor","Hillsboro-Highland County, Ohio",2,"N13MN"
"Apr 4, 1997","Custom Air Service","Aviation Traders ATL-98 Carvair","Griffin, Georgia",2,"N83FA"
"Apr 1, 1997","","Convair CV-580","Tshikapa, Kasai-Occidental",0,"9Q-CRU"
"Apr 1, 1997","","Lockheed C-130 Hercules","Tegucigalpa, Francisco Morazán",3,"88-4408"
"Mar 28, 1997","Trans Andes","Beechcraft 90 King Air","Huaypetue, Madre de Dios",0,"N90DA"
"Mar 25, 1997","","Short SC.7 Skyvan Variant","Nunapitchuk, Alaska",1,"N451SA"
"Mar 25, 1997","","Cessna 207 Skywagon/Stationair","Nunapitchuk, Alaska",1,"N800GA"
"Mar 25, 1997","PAB Aviation","Gulfstream GII","New York, New York",0,"N117FJ"
"Mar 20, 1997","","Antonov AN-24","Juba, Central Equatoria (الاستوائية الوسطى)",4,"-"
"Mar 19, 1997","MTK Jet","Cessna 421 Golden Eagle","Galveston, Texas",1,"N4050L"
"Mar 18, 1997","SAAK Stavropolskaya Aktsionernaya Aviakompania","Antonov AN-24","Cherkessk, Republic of Karachay-Cherkessia",50,"RA-46516"
"Mar 15, 1997","","Basler BT-67","Newton, Wisconsin",2,"TZ-389"
"Mar 13, 1997","","Lockheed C-130 Hercules","Mashhad, Razavi Khorasan",88,"-"
"Mar 12, 1997","Air Nacoia - Exploraçao de Aeronaves","Antonov AN-12","Lukapa, Lunda Norte",15,"CCCP-11531"
"Mar 10, 1997","","Airbus A320","Abu Dhabi, Abu Dhabi (إمارة أبو ظبي‎)",0,"A40-EM"
"Mar 7, 1997","Dodita Air Cargo","Convair CV-240","Griffin, Georgia",0,"N357T"
"Mar 7, 1997","","Britten-Norman Islander","Costa Rica, All Costa Rica",0,"N851JA"
"Mar 7, 1997","Transportes Aéreos Air Pereira","Cessna 500 Citation","Pereira, Risaralda",4,"HK-3885"
"Mar 7, 1997","Representaciones de Cristaleria y Peltre de Zamor","Beechcraft 90 King Air","Pesqueria, Nuevo León",0,"XB-CIO"
"Mar 6, 1997","Polaris Aviation","Beechcraft E18","Mabie, West Virginia",2,"N54BT"
"Mar 3, 1997","","Embraer EMB-120 Brasília","Vilhena, Rondônia",0,"PT-MFC"
"Mar 3, 1997","","Let 410UVP","La Ceiba, Atlántida",0,"HR-IAS"
"Mar 3, 1997","","Dassault Falcon 20","Ardabil, Ardabil",4,"5-3020"
"Mar 2, 1997","","Cessna 402","Gulf of Mexico, All World",6,"YV-784C"
"Mar 2, 1997","Coast Hotels & Casinos","Beechcraft 200 Super King Air","Salt Lake City, Utah",1,"N117WM"
"Mar 1, 1997","Rennies Express Air Services","Piaggio P.166","Johannesburg, Gauteng",0,"ZS-NJR"
"Feb 27, 1997","Colvin Aviation","Learjet 35","Greenville, South Carolina",0,"N440HM"
"Feb 25, 1997","","Fletcher FU-24","New Zealand, All New Zealand",0,"ZK-DZF"
"Feb 24, 1997","","Dornier DO.128 Skyservant","Kaduna, Kaduna",3,"NAF017"
"Feb 22, 1997","Polynesian Airways","Beechcraft H18","Honolulu, Hawaii",0,"N7969K"
"Feb 21, 1997","","Antonov AN-32","Colombo, Western Province (மேல் மாகாணம்)",4,"CR-865"
"Feb 19, 1997","Inversiones Venezuela","IAI 1124 Westwind","Guatemala City, Guatemala",5,"YV-160CP"
"Feb 19, 1997","SemeiAvia","Yakovlev Yak-40","Semipalatinsk, Pavlodar",0,"UN-87233"
"Feb 17, 1997","Unknown American Operator","Curtiss C-46 Commando","Mexico, All Mexico",0,"N1442V"
"Feb 14, 1997","","Boeing 737-200","Carajas, Pará",1,"PP-CJO"
"Feb 8, 1997","","Cessna 402","Saint Thomas, All US Virgin Islands",2,"N318AB"
"Feb 7, 1997","Estornel Air Services","Dassault Falcon 20","Salta, Salta",4,"LV-WLH"
"Feb 4, 1997","","Swearingen SA226 Metro II","Uruapan, Michoacán",0,"XA-HAO"
"Feb 2, 1997","","Casa 212 Aviocar","Quibaxe, Cuanza Norte",37,"T-400"
"Feb 1, 1997","","Avro 748","Tambacounda, Tambacounda Region",23,"6V-AEO"
"Feb 1, 1997","","Douglas C-54 Skymaster","Bronson Creek, British Columbia",0,"N44909"
"Feb 1, 1997","Airspan Corporation","Cessna 500 Citation","Cagayán de Oro, Misamis Oriental",2,"RP-C1500"
"Jan 31, 1997","","Embraer EMB-110 Bandeirante","Yola, Adamawa",5,"5N-AXS"
"Jan 29, 1997","Cheremshanka Airlines","Yakovlev Yak-40","Shushenskoye, Krasnoyarsk Krai",0,"RA-87552"
"Jan 29, 1997","","De Havilland DHC-4 Caribou","Sparrevohn, Alaska",1,"N702SC"
"Jan 28, 1997","","Beechcraft 200 Super King Air","Seven Islands, Quebec",0,"C-GCEV"
"Jan 25, 1997","KolymaAvia","Antonov AN-26","Chokurdakh, Republic of Yakutia (Sakha)",0,"RA-26541"
"Jan 25, 1997","","Ilyushin II-76","Anadyr, Chukotka okrug",0,"RA-76834"
"Jan 24, 1997","Linea Aérea Mexicana de Carga","Convair CV-240","Nuevo Laredo, Tamaulipas",0,"XA_SOZ"
"Jan 23, 1997","Fayard Enterprises","Beechcraft 90 King Air","Longmont, Colorado",0,"N76GM"
"Jan 22, 1997","","Fletcher FU-24","New Zealand, All New Zealand",1,"ZK-EHX"
"Jan 22, 1997","Air One - USA","Cessna 401","Crystal, Minnesota",0,"N5AS"
"Jan 20, 1997","","Harbin Yunsunji Y-12","Palaly, Northern Province (வட மாகாணம்)",4,"CR-851"
"Jan 17, 1997","","Fokker F27 Friendship","Uberaba, Minas Gerais",0,"PT-LAM"
"Jan 16, 1997","First International Airlines","Boeing 707","Kananga, Kasai-Occidental",0,"P4-OOO"
"Jan 16, 1997","Air Cargo Express (Fort Wayne)","Learjet 24","Muscatine, Iowa",0,"N991TD"
"Jan 11, 1997","","Swearingen SA227 Metro III","Djerba, Gabès Governorate (ولاية قابس‎)",0,"EC-GKK"
"Jan 9, 1997","","Embraer EMB-120 Brasília","Detroit, Michigan",29,"N265CA"
"Jan 7, 1997","","De Havilland DHC-6 Twin Otter","Apia, All Samoa Islands",3,"5W-FAU"
"Jan 5, 1997","Skylink Charter","Swearingen SA227 Metro III","Bullhead City, Arizona",0,"N165SW"
"Jan 3, 1997","","Short 330","Liverpool, Merseyside",0,"G-ZAPC"
"Jan 3, 1997","Nakina Outpost Camps & Airservice","Cessna 208 Caravan","Nakina, Ontario",0,"C-FTZF"
"Jan 2, 1997","Tar Heel Aviation","Cessna 208 Caravan","Edenton, North Carolina",2,"N802TH"
"Jan 2, 1997","Executive Wings","Cessna 441 Conquest","Lakeland, Florida",0,"N441MS"
"Dec 28, 1996","Mutual Security","Beechcraft 90 King Air","Wisconsin, Wisconsin",0,"N998VB"
"Dec 24, 1996","Aircraft Charter Group","Learjet 35","Lebanon, New Hampshire",2,"N388LS"
"Dec 23, 1996","Russian Government","Antonov AN-72","Russia, All Russia",0,"-"
"Dec 23, 1996","","Hindustan Aeronautics HAL-748","Dubagunta, Andhra Pradesh",22,"H1032"
"Dec 22, 1996","","Douglas DC-8","Narrows, Virginia",6,"N827AX"
"Dec 21, 1996","","Antonov AN-32","Medellín, Antioquia",4,"HK-4008X"
"Dec 17, 1996","","Antonov AN-12","Andreapol, Tver oblast",17,"21 red"
"Dec 17, 1996","","Douglas DC-8","Port Harcourt, Rivers",0,"9G-MKD"
"Dec 16, 1996","US Dynamics Corporation","Cessna 425 Conquest","New York, New York",3,"N425EW"
"Dec 15, 1996","Geomag Servicios Aéreos","Britten-Norman Islander","Brazil, All Brazil",0,"PT-KAB"
"Dec 13, 1996","C90 Partnership","Beechcraft 90 King Air","South Africa, All South Africa",3,"ZS-NXY"
"Dec 13, 1996","","Casa 212 Aviocar","Kupang, East Nusa Tenggara",0,"PK-NCO"
"Dec 12, 1996","","De Havilland DHC-2 Beaver","Port Johnson, Alaska",1,"N67694"
"Dec 11, 1996","","Beechcraft G18","San Juan, All Puerto Rico",1,"N353T"
"Dec 10, 1996","Vostsibaero - East Siberia Air","Antonov AN-74","Mirny, Republic of Yakutia (Sakha)",0,"RA-74037"
"Dec 9, 1996","Desert Air Transport","Douglas C-47 Skytrain (DC-3)","Boise, Idaho",2,"N75142"
"Dec 9, 1996","","Transall C-160","Chevilly, Loiret",0,"R155"
"Dec 7, 1996","","Casa 212 Aviocar","Banjarmasin, South Kalimantan",18,"PK-VSO"
"Dec 6, 1996","","Learjet 36","Stephenville, Newfoundland & Labrador",2,"N14TX"
"Dec 6, 1996","Contact Air (Canada)","Beechcraft 99 Airliner","Fort Chipewyan, Alberta",0,"C-GSFP"
"Dec 2, 1996","Kostroma Air","Let 410UVP","Nyagan, Khantia-Mansia okrug",0,"RA-67436"
"Nov 30, 1996","","De Havilland DHC-6 Twin Otter","Medellín, Antioquia",14,"HK-2602"
"Nov 30, 1996","Amber Aviation","Rockwell Grand Commander 680","Mansfield, Ohio",1,"N9129N"
"Nov 30, 1996","","Morane-Saulnier M.S.760 Paris","Santa Ana, California",3,"N2TE"
"Nov 28, 1996","Soriano Aviation","Beechcraft 100 King Air","San José, Occidental Mindoro",0,"RP-C710"
"Nov 27, 1996","","Ilyushin II-76","Abakan, Republic of Khakassia",23,"CCCP-78804"
"Nov 26, 1996","Arctic Transportation","Cessna 208 Caravan","Bethel, Alaska",1,"N4704B"
"Nov 26, 1996","","Cessna 414 Chancellor","West Virginia, West Virginia",2,"N73CP"
"Nov 23, 1996","","Boeing 767-200","Moroni, All Comoros Islands",125,"ET-AIZ"
"Nov 22, 1996","","Lockheed C-130 Hercules","Pacific Ocean, All World",10,"64-14856"
"Nov 22, 1996","Turin Flight Enterprise","Antonov AN-32","Baykit, Krasnoyarsk Krai",0,"RA-48104"
"Nov 19, 1996","","Beechcraft 1900C","Quincy, Illinois",12,"N87GL"
"Nov 19, 1996","","Beechcraft 90 King Air","Quincy, Illinois",2,"N1127D"
"Nov 17, 1996","","Embraer EMB-110 Bandeirante","São Caetano, Pernambuco",9,"7102"
"Nov 16, 1996","Fayard Enterprises","Beechcraft 90 King Air","Orange, Virginia",0,"N814SW"
"Nov 15, 1996","","De Havilland DHC-2 Beaver","Point Lookout, Queensland",1,"VH-IDI"
"Nov 14, 1996","","PZL-Mielec AN-2","Most Pyssa, Republic of Komi",14,"RA-40309"
"Nov 13, 1996","Kissimayu Aviation","Piper PA-31-350 Navajo Chieftain","Nairobi, Nairobi City District",8,"5Y-ALA"
"Nov 12, 1996","","Boeing 747-100","New Delhi, National Capital Territory of Delhi",312,"HZ-AIH"
"Nov 12, 1996","","Ilyushin II-76","New Delhi, National Capital Territory of Delhi",37,"UN-76435"
"Nov 12, 1996","","Grumman S-2 Tracker","Argentina, All Argentina",2,"0703"
"Nov 7, 1996","","Cessna 421 Golden Eagle","Limoges, Haute-Vienne",8,"HB-LRX"
"Nov 7, 1996","","Boeing 727-200","Lagos, Lagos",144,"5N-BBG"
"Nov 6, 1996","SakhaAvia National Aircompany - Sakha Airlines","Antonov AN-24","Ust-Nera, Republic of Yakutia (Sakha)",0,"RA-47356"
"Nov 1, 1996","Transportes Aéreos Profesionales Guatemalteca","Embraer EMB-110 Bandeirante","Flores, Petén",14,"TG-TPA"
"Nov 1, 1996","Aviaobshchemash","Antonov AN-12","Nizhnevartovsk, Khantia-Mansia okrug",0,"RA-11851"
"Nov 1, 1996","","Swearingen SA226 Metro II","Gods River, Manitoba",0,"C-FHOZ"
"Oct 31, 1996","","Fokker 100","São Paulo, São Paulo",99,"PT-MRK"
"Oct 31, 1996","Flamenco Airways","Douglas DC-3","San Juan, All Puerto Rico",0,"N37AP"
"Oct 30, 1996","","Fletcher FU-24","Australia, All Australia",1,"VH-BBG"
"Oct 30, 1996","Culver Company","Gulfstream GIV","Chicago, Illinois",4,"N23AC"
"Oct 26, 1996","","Yakovlev Yak-40","Khanty-Mansiysk, Khantia-Mansia okrug",5,"RA-88257"
"Oct 23, 1996","","Boeing 707","Buenos Aires, Buenos Aires City",2,"LV-LGP"
"Oct 23, 1996","","Swearingen SA226 Metro II","Puvirnituq, Quebec",0,"C-GKFS"
"Oct 22, 1996","","Boeing 707","Manta, Manabí",34,"N751MA"
"Oct 20, 1996","","Piper PA-31-350 Navajo Chieftain","Charlo, New Brunswick",8,"N744W"
"Oct 19, 1996","","Rockwell Grand Commander 680","Wisconsin, Wisconsin",1,"N58RG"
"Oct 18, 1996","Aerodat","Cessna 404 Titan","Huancayo, Junín",3,"C-FYUQ"
"Oct 15, 1996","","Britten-Norman Islander","Hampton Court, Pomeroon-Supenaam",0,"8R-GGR"
"Oct 13, 1996","Seaside Air Services","De Havilland DHC-2 Beaver","Ketchikan, Alaska",3,"N64276"
"Oct 11, 1996","Servicios Petroleros Helimar","Beechcraft 90 King Air","Itaguazurenda, Santa Cruz",3,"N3333D"
"Oct 11, 1996","Servicios y Transportes Aéreos Petroleros - STAP","Swearingen SA226 Metro II","Cuiabá, Mato Grosso",0,"CP-1516"
"Oct 8, 1996","","Antonov AN-124","Torino, Piedmont",4,"RA-82069"
"Oct 8, 1996","Olympia - Frank","PZL-Mielec AN-2","Liberec, Liberec Region (Liberecký kraj)",0,"UR-70289"
"Oct 6, 1996","","Antonov AN-12","Lukapa, Lunda Norte",7,"RA-11101"
"Oct 3, 1996","","De Havilland DHC-6 Twin Otter","Kahemba, Bandundu",6,"9Q-CXK"
"Oct 2, 1996","","Boeing 757-200","Lima, Lima",70,"N52AW"
"Sep 30, 1996","","De Havilland DHC-6 Twin Otter","Ilaga, Special Region of West Papua",0,"PK-YPF"
"Sep 30, 1996","Castle Rock Exploration Corporation","De Havilland DHC-2 Beaver","Newfoundland, Newfoundland & Labrador",2,"C-FFHF"
"Sep 28, 1996","Air Hi-O","Mitsubishi MU-2 Marquise","Ohio, Ohio",0,"N618BB"
"Sep 27, 1996","Chaillotine Air Service","Dassault Falcon 10","Madrid, Madrid",0,"F-GJMA"
"Sep 25, 1996","","Douglas C-47 Skytrain (DC-3)","Den Helder, North Holland",32,"PH-DDA"
"Sep 24, 1996","","De Havilland DHC-2 Beaver","King Salmon, Alaska",0,"N67207"
"Sep 23, 1996","Vanua Air Charter","Britten-Norman Islander","Ngau, All Fiji Islands",0,"DQ-FIF"
"Sep 22, 1996","","De Havilland DHC-2 Beaver","British Columbia, British Columbia",1,"C-FIBP"
"Sep 20, 1996","","Cessna 207 Skywagon/Stationair","Arizona, Arizona",1,"N6468H"
"Sep 18, 1996","Krissalan de Aviacion","Fairchild C-123 Provider","Mexico, All Mexico",5,"XA-SNB"
"Sep 16, 1996","North Star Air Cargo","Short SC.7 Skyvan Variant","Pittsburgh, Pennsylvania",0,"N10DA"
"Sep 13, 1996","","Embraer EMB-110 Bandeirante","Joinville, Santa Catarina",2,"PT-WAV"
"Sep 9, 1996","","Rockwell Grand Commander 680","Lakeland, Florida",1,"N262X"
"Sep 5, 1996","","Douglas DC-10","Newburgh, New York",0,"N68055"
"Aug 30, 1996","Kiowa Service","Cessna 421 Golden Eagle","New Mexico, New Mexico",0,"N55HU"
"Aug 29, 1996","","Tupolev TU-154","Longyearbyen, Svalbard",141,"RA-85621"
"Aug 30, 1996","","Embraer EMB-110 Bandeirante","Queluz, São Paulo",8,"2315"
"Aug 27, 1996","","PZL-Mielec AN-2","Pelenia, Drochia",0,"ER-33647"
"Aug 25, 1996","","Conair Turbo Firecat","Corsica, All France",1,"F-ZBFO"
"Aug 23, 1996","","Fletcher FU-24","New Zealand, All New Zealand",1,"ZK-EGQ"
"Aug 21, 1996","","Boeing 707","Istanbul, Marmara Region (Marmara Bölgesi)",0,"SU-AVX"
"Aug 19, 1996","Spair Air Transport Corporation - Aviatransportnaya Korporatsie Spaer","Ilyushin II-76","Belgrade, Belgrade City District",12,"RA-76513"
"Aug 18, 1996","","De Havilland DHC-3 Otter","Alliford Bay, British Columbia",3,"C-GCMY"
"Aug 17, 1996","","Lockheed C-130 Hercules","Jackson, Wyoming",9,"74-1662"
"Aug 17, 1996","Azovtransavia","PZL-Mielec AN-2","Russia, All Russia",0,"RA-01672"
"Aug 15, 1996","Aerolineas Nacionales - ANSA Panama","Britten-Norman Islander","Panama City, Panamá",0,"HP-839KN"
"Aug 14, 1996","","Douglas C-54 Skymaster","Bronson Creek, British Columbia",1,"C-FGNI"
"Aug 14, 1996","Basco Flying Service","Piper PA-31 Cheyenne","Pottstown, Pennsylvania",0,"N163SA"
"Aug 13, 1996","","Learjet 25","Northolt, London Metropolis",0,"EC-CKR"
"Aug 12, 1996","","De Havilland DHC-6 Twin Otter","Markham Bay, Northwest Territories",2,"C-GNDN"
"Aug 11, 1996","","Grumman G-21A Goose","Pacific Ocean, All World",2,"N660PA"
"Aug 9, 1996","Transportes Aéreos Petroleros - TAPSA","De Havilland DHC-6 Twin Otter","Cutral, Neuquén",0,"LV-LNY"
"Aug 8, 1996","Burda Holding","Dassault Falcon 10","Offenburg, Baden-Württemberg",4,"D-CBUR"
"Aug 5, 1996","","Cessna 402","Saint-Barthélemy, All Guadeloupe",0,"N403N"
"Aug 3, 1996","","Gulfstream GIII","Vágar (Feroe Islands), All Denmark",9,"F-330"
"Aug 3, 1996","","Cessna 404 Titan","Benton Harbor, Michigan",0,"N8919G"
"Aug 2, 1996","","De Havilland DHC-4 Caribou","New Stuyahok, Alaska",0,"N800NC"
"Aug 2, 1996","Skyways - Kenya","Grumman G-159 Gulfstream I","South Sudan, All South Sudan",0,"HK-4022X"
"Aug 2, 1996","","Boeing 737-200","Tlemcen, Tlemcen",0,"7T-VED"
"Jul 30, 1996","","PZL-Mielec AN-2","Czama Dabrowska, All Poland",0,"1319"
"Jul 30, 1996","","Canadair CL-215","Lercara Friddi, Sicily",1,"I-CFSU"
"Jul 27, 1996","","Dornier DO.128 Skyservant","South Sudan, All South Sudan",0,"5Y-BLB"
"Jul 25, 1996","","Yakovlev Yak-40","Monrovia, Montserrado",0,"RA-87573"
"Jul 24, 1996","","Fokker F27 Friendship","Mergui, Tanintharyi Region",8,"XY-AET"
"Jul 23, 1996","","IAI 1124 Westwind","Rosh Pina (ראש פינה), Northern District",0,"4X-AIP"
"Jul 20, 1996","","Douglas DC-6","Russian Mission, Alaska",4,"N313RS"
"Jul 20, 1996","Med Arizona","Mitsubishi MU-2 Marquise","Scottsdale, Arizona",0,"N999FA"
"Jul 19, 1996","Loken Aviation","De Havilland DHC-2 Beaver","Elfin Cove, Alaska",1,"N54LA"
"Jul 18, 1996","","Bristol 170 Freighter","Enstone, Oxfordshire",0,"C-FDFC"
"Jul 17, 1996","Aerolatino","De Havilland DHC-6 Twin Otter","Playa del Carmen, Quintana Roo",1,"XA-TCF"
"Jul 17, 1996","","Boeing 747-100","New York, New York",230,"N93119"
"Jul 17, 1996","Tanzanian People's Defence Force Air Wing","De Havilland DHC-4 Caribou","Kalemie, Katanga",5,"9Q-CUB"
"Jul 15, 1996","","Lockheed C-130 Hercules","Eindhoven, North Brabant",34,"CH-06"
"Jul 14, 1996","NATO Airborne Early Warning Force","Boeing E-3 Sentry","Preveza, Epirus / Ήπειρος",0,"LX-N90457"
"Jul 11, 1996","Archana Airways","Let 410UVP","Kulu, Himachal Pradesh",9,"VT-ETC"
"Jul 11, 1996","","Avro 748","Ambon, Maluku",0,"PK-IHN"
"Jul 9, 1996","","De Havilland DHC-6 Twin Otter","Mendi, Southern Highlands",20,"P2-MBB"
"Jul 6, 1996","","Beechcraft D18","Ontario, Ontario",0,"C-FBGO"
"Jul 2, 1996","Transportes Aéreos de Santander","Dornier DO.28D Skyservant","San Vicente de Chucuri, Santander",0,"HK-4044"
"Jul 1, 1996","Transair Cargo","Douglas DC-6","Lizambo, All Democratic Republic of Congo",0,"9Q-CJR"
"Jun 30, 1996","Advantage Aviation","Beechcraft 65 Queen Air","Campbellsville, Kentucky",0,"N3870C"
"Jun 30, 1996","","Boeing 707","Bamako, Bamako City District",0,"5X-JON"
"Jun 28, 1996","","Beechcraft 200 Super King Air","Bouaflé, Marahoué",3,"TU-TJE"
"Jun 28, 1996","Samorodok","Yakovlev Yak-40","Aldan, Republic of Yakutia (Sakha)",0,"RA-87423"
"Jun 27, 1996","Fleet Air (Tanzania)","Cessna 402","Tunduru, Ruvuma Region",0,"5H-RAZ"
"Jun 24, 1996","Air Nacoia - Exploraçao de Aeronaves","Antonov AN-26","Cafunfo, Lunda Norte",4,"UR-26197"
"Jun 24, 1996","","NAMC YS-11","Naga City, Camarines Sur",0,"RP-C1981"
"Jun 21, 1996","","Harbin Yunsunji Y-12","Shanghai, Shanghai",2,"B-3822"
"Jun 20, 1996","Loren Davis Ministries International","Douglas DC-3","Conroe, Texas",0,"N23WT"
"Jun 20, 1996","","Swearingen SA226T Merlin","Whale Cove, Nunavut",0,"C-GTHN"
"Jun 20, 1996","N67AN Inc.","PZL-Mielec AN-2","Texas, Texas",0,"N67AN"
"Jun 20, 1996","Namco","Gulfstream GII","Jos, Plateau",12,"VR-BLJ"
"Jun 19, 1996","","Piper PA-31-350 Navajo Chieftain","Dayton, Ohio",1,"N62852"
"Jun 17, 1996","Samarkand Flight Enterprise","PZL-Mielec AN-2","Tajikistan, All Tajikistan",0,"UK-17798"
"Jun 16, 1996","","Short SC.7 Skyvan Variant","Hoogeveen, Drenthe",0,"OE-FDI"
"Jun 16, 1996","Wildcountry Airways","De Havilland DHC-3 Otter","Ontario, Ontario",0,"C-FMEL"
"Jun 13, 1996","","Douglas DC-10","Fukuoka, Kyūshū",3,"PK-GIE"
"Jun 13, 1996","Aviaagro","PZL-Mielec AN-2","Gorkaya Balka, Stavropol Krai",2,"RA-84744"
"Jun 12, 1996","Trident Enterprises","De Havilland DHC-5 Buffalo","Yambio, Western Equatoria (غرب الاستوائية)",0,"5H-BAF"
"Jun 10, 1996","Ruma Advisory Company","Beechcraft 90 King Air","Maine, Maine",2,"N916PA"
"Jun 9, 1996","","Boeing 727-200","Rasht, Gilan",4,"EP-IRU"
"Jun 6, 1996","Hoseba","Ilyushin II-76","Kinshasa, Kinshasa City Province",10,"UR-76539"
"Jun 4, 1996","Aeroexecutivos Taxi Aéreo","Learjet 25","Ribeirão Preto, São Paulo",2,"PT-KBC"
"May 31, 1996","","Aeritalia G.222","Pisa, Tuscany",0,"MM62108"
"May 30, 1996","Les Transports Aéro 2000","Piper PA-31-350 Navajo Chieftain","Quebec, Quebec",4,"C-GRPM"
"May 29, 1996","","Britten-Norman Islander","Holitipu, Cuyuni-Mazaruni",0,"8R-GHG"
"May 29, 1996","Mid-South Engineering Company","Piper PA-31 Cheyenne","Arkansas, Arkansas",5,"N333LM"
"May 25, 1996","","Grumman S-2 Tracker","Taiwan, All Taiwan",2,"2219"
"May 24, 1996","","Piper PA-31-350 Navajo Chieftain","Stevensville, Maryland",0,"N103RW"
"May 20, 1996","Bush Field Aircraft Company","Mitsubishi MU-2 Marquise","Tyndall AFB, Florida",0,"N724FN"
"May 19, 1996","","Britten-Norman Islander","Tingwall, Shetland (Zetland)",1,"G-BEDZ"
